releasedate_nfp,actual_nfp,forecast_nfp,surp_nfp,releasedate_unemp,actual_unemp,forecast_unemp,surp_unemp,releasedate_corecpi,actual_corecpi,forecast_corecpi,surp_corecpi,releasedate_gdp,actual_gdp,forecast_gdp,surp_gdp,releasedate_retsailes,actual_retsailes,forecast_retsailes,surp_retsailes,releasedate_ism_pmi,actual_ism_pmi,forecast_ism_pmi,surp_ism_pmi,releasedate_dgorders,actual_dgorders,forecast_dgorders,surp_dgorders,releasedate_newhomesales,actual_newhomesales,forecast_newhomesales,surp_newhomesales,releasedate_consconfid,actual_consconfid,forecast_consconfid,surp_consconfid,releasedate_avghourlyearnmings,actual_avghourlyearnmings,forecast_avghourlyearnmings,surp_avghourlyearnmings,releasedate_cpi,actual_cpi,forecast_cpi,surp_cpi,releasedate_tradebal,actual_tradebal,forecast_tradebal,surp_tradebal,releasedate_indprod,actual_indprod,forecast_indprod,surp_indprod
08.12.2006,132,110,22,08.12.2006,4.5,4.5,0,15.12.2006,0.048169557,0.2,-0.2,30.10.2024,2.8,3,-0.2,14.05.2010,0.4,0.2,0.2,02.01.2007,NA,NA,1.4,25.07.2008,0.76616883,-0.4,1.16616883,25.06.2008,0.512,0.515,-0.003,23.12.2009,72.5,73.5,-1,04.09.2009,0.484913793,0.1,0.2,15.12.2006,0,0.2,-0.2,12.12.2006,-58.868,-63.6,4.7,15.12.2006,0.2,0,0.2
05.01.2007,167,113,54,05.01.2007,4.5,4.5,0,18.01.2007,0.19258546,0.2,0,30.01.2025,2.3,2.6,-0.3,11.06.2010,-1.2,0.2,-1.4,01.02.2007,NA,NA,-2.7,27.08.2008,1.34083945,0.1,1.24083945,25.07.2008,0.53,0.505,0.025,29.01.2010,74.4,73,1.4,02.10.2009,0.107238606,0.2,-0.1,18.01.2007,0.5453644,0.4,0.1,10.01.2007,-58.233,-60,1.8,17.01.2007,0.4,0.1,0.3
02.02.2007,111,150,-39,02.02.2007,4.6,4.5,0.1,21.02.2007,0.255646324,0.2,0.1,30.04.2025,-0.3,0.3,-0.6,14.07.2010,-0.5,-0.2,-0.3,01.03.2007,NA,NA,2.3,25.09.2008,-4.5197688,-1.6,-2.9197688,26.08.2008,0.515,0.525,-0.01,26.02.2010,73.6,74,-0.4,06.11.2009,0.26780932,0.1,0.2,21.02.2007,0.17406312,0,0.2,13.02.2007,-61.183,-59.5,-1.7,15.02.2007,-0.5,0,-0.5
09.03.2007,97,100,-3,09.03.2007,4.5,4.6,-0.1,16.03.2007,0.241094367,0.2,0,30.07.2025,3,2.4,0.6,13.08.2010,0.4,0.5,-0.1,02.04.2007,NA,NA,-1.1,29.10.2008,0.77638923,-1.2,1.97638923,25.09.2008,0.46,0.51,-0.05,26.03.2010,73.6,73,0.6,04.12.2009,0.106837607,0.2,-0.1,16.03.2007,0.3706566,0.3,0.1,09.03.2007,-59.118,-59.7,0.6,16.03.2007,1,0.3,0.7
06.04.2007,180,165,15,06.04.2007,4.4,4.5,-0.1,17.04.2007,0.061204485,0.2,-0.1,23.12.2025,4.3,3.3,1,14.09.2010,0.4,0.3,0.1,01.05.2007,NA,NA,3.6,26.11.2008,-6.1542501,-3,-3.1542501,27.10.2008,0.464,0.45,0.014,30.04.2010,72.2,73.4,-1.2,08.01.2010,0.320170758,0.2,0,17.04.2007,0.60812335,0.7,-0.1,13.04.2007,-58.436,-60,1.6,17.04.2007,-0.2,0.1,-0.3
04.05.2007,88,115,-27,04.05.2007,4.5,4.5,0,15.05.2007,0.177288866,0.2,0,,,,,15.10.2010,0.6,0.4,0.2,01.06.2007,NA,NA,1,24.12.2008,-0.9733997,-3,2.0266003,26.11.2008,0.433,0.45,-0.017,28.05.2010,73.6,73.4,0.2,05.02.2010,0.478723404,0.2,0,15.05.2007,0.41580143,0.5,-0.1,10.05.2007,-63.891,-59.8,-4.1,16.05.2007,0.7,0.2,0.5
01.06.2007,157,138,19,01.06.2007,4.5,4.5,0,15.06.2007,0.149784863,0.2,-0.1,,,,,15.11.2010,1.2,0.7,0.5,02.07.2007,NA,NA,0.6,29.01.2009,-2.5960145,-2,-0.5960145,23.12.2008,0.407,0.42,-0.013,25.06.2010,76,75.5,0.5,05.03.2010,0.21175225,0.2,-0.1,15.06.2007,0.67378968,0.6,0.1,08.06.2007,-58.495,-63.4,4.9,15.06.2007,0,0.2,-0.2
06.07.2007,132,130,2,06.07.2007,4.5,4.5,0,18.07.2007,0.232438509,0.2,0,,,,,14.12.2010,0.8,0.6,0.2,01.08.2007,NA,NA,-2.2,26.02.2009,-5.1875434,-2.5,-2.6875434,29.01.2009,0.331,0.4,-0.069,30.07.2010,67.8,67,0.8,02.04.2010,-0.158478605,0.2,-0.3,18.07.2007,0.19142955,0.1,0.1,12.07.2007,-60.036,-60,0,17.07.2007,0.5,0.4,0.1
03.08.2007,92,135,-43,03.08.2007,4.6,4.5,0.1,15.08.2007,0.23617632,0.2,0,,,,,14.01.2011,0.6,0.8,-0.2,04.09.2007,NA,NA,-0.1,25.03.2009,3.43373381,-2,5.43373381,26.02.2009,0.309,0.33,-0.021,27.08.2010,68.9,69.6,-0.7,07.05.2010,0.317460317,0.1,-0.1,15.08.2007,0.11742964,0.1,0,14.08.2007,-58.135,-60.7,2.6,15.08.2007,0.3,0.2,0.1
07.09.2007,-4,118,-122,07.09.2007,4.6,4.6,0,19.09.2007,0.150284688,0.2,0,,,,,15.02.2011,0.3,0.6,-0.3,01.10.2007,NA,NA,-0.8,24.04.2009,-0.7939341,-1.5,0.7060659,25.03.2009,0.337,0.3,0.037,01.10.2010,68.2,67,1.2,04.06.2010,0.158227848,0.1,0.2,19.09.2007,-0.1394043,-0.1,0,11.09.2007,-59.245,-59.5,0.3,14.09.2007,0.2,0.3,-0.1
05.10.2007,110,115,-5,05.10.2007,4.7,4.7,0,17.10.2007,0.21964497,0.2,0,,,,,11.03.2011,1,0.4,0.6,01.11.2007,NA,NA,-0.9,28.05.2009,1.90358374,0.4,1.50358374,24.04.2009,0.356,0.34,0.016,29.10.2010,67.7,68,-0.3,02.07.2010,0.052659294,0.1,-0.2,17.10.2007,0.26668207,0.2,0.1,11.10.2007,-57.586,-59,1.4,16.10.2007,0.1,0.1,0
02.11.2007,166,85,81,02.11.2007,4.7,4.7,0,15.11.2007,0.158704668,0.2,0,,,,,13.04.2011,0.4,0.5,-0.1,03.12.2007,NA,NA,0.4,24.06.2009,1.75172876,-0.6,2.35172876,28.05.2009,0.352,0.36,-0.008,24.11.2010,71.6,69.5,2.1,06.08.2010,0.210526316,0.1,0.1,15.11.2007,0.2933382,0.3,0,09.11.2007,-56.453,-58.2,1.7,16.11.2007,-0.5,0.1,-0.6
07.12.2007,94,100,-6,07.12.2007,4.7,4.8,-0.1,14.12.2007,0.274935157,0.2,0.1,,,,,12.05.2011,0.5,0.6,-0.1,02.01.2008,NA,NA,-3.2,29.07.2009,-2.4916525,-0.6,-1.8916525,24.06.2009,0.342,0.36,-0.018,23.12.2010,74.5,74.7,-0.2,03.09.2010,0.210084034,0.1,0.2,14.12.2007,0.79558455,0.7,0.1,12.12.2007,-57.823,-57,-0.8,14.12.2007,0.3,0.1,0.2
04.01.2008,18,70,-52,04.01.2008,5,4.8,0.2,16.01.2008,0.242201352,0.2,0,,,,,14.06.2011,-0.2,-0.4,0.2,01.02.2008,NA,NA,3.7,26.08.2009,4.86051014,3,1.86051014,27.07.2009,0.384,0.36,0.024,28.01.2011,74.2,73.2,1,08.10.2010,0.104821803,0.2,-0.2,16.01.2008,0.28257308,0.2,0.1,11.01.2008,-63.118,-58.6,-4.5,16.01.2008,0,-0.5,0.5
01.02.2008,-17,58,-75,01.02.2008,4.9,4.9,0,20.02.2008,0.289470227,0.2,0.1,,,,,14.07.2011,0.1,-0.1,0.2,03.03.2008,NA,NA,0.2,25.09.2009,-2.3967236,0.5,-2.8967236,26.08.2009,0.433,0.39,0.043,25.02.2011,77.5,75.3,2.2,05.11.2010,0.366492147,0.1,0.1,20.02.2008,0.39493575,0.3,0.1,14.02.2008,-58.759,-61.6,2.8,15.02.2008,0.1,0.1,0
07.03.2008,-63,25,-88,07.03.2008,4.8,5,-0.2,14.03.2008,0.040231095,0.2,-0.2,,,,,12.08.2011,0.5,0.5,0,01.04.2008,NA,NA,0.6,28.10.2009,0.98136025,1,-0.01863975,25.09.2009,0.429,0.44,-0.011,25.03.2011,67.5,68,-0.5,03.12.2010,0.104329682,0.2,-0.2,14.03.2008,0.0258804,0.3,-0.3,11.03.2008,-58.2,-59.5,1.3,17.03.2008,-0.5,-0.1,-0.4
04.04.2008,-80,-50,-30,04.04.2008,5.1,5,0.1,16.04.2008,0.151974973,0.2,0,,,,,14.09.2011,0,0.2,-0.2,01.05.2008,NA,NA,0.6,25.11.2009,-0.6183952,0.5,-1.1183952,28.10.2009,0.402,0.44,-0.038,29.04.2011,69.8,69.9,-0.1,07.01.2011,0.104220948,0.2,-0.1,16.04.2008,0.34341467,0.3,0,10.04.2008,-62.321,-57.5,-4.8,16.04.2008,0.3,-0.1,0.4
02.05.2008,-20,-75,55,02.05.2008,5,5.2,-0.2,14.05.2008,0.10365307,0.2,-0.1,,,,,14.10.2011,1.1,0.7,0.4,02.06.2008,NA,NA,1.1,24.12.2009,0.18973053,0.5,-0.31026947,25.11.2009,0.43,0.41,0.02,27.05.2011,74.3,72.4,1.9,04.02.2011,0.676730869,0.2,0.2,14.05.2008,0.20721891,0.3,-0.1,09.05.2008,-58.21,-60.8,2.6,15.05.2008,-0.7,-0.3,-0.4
06.06.2008,-49,-60,11,06.06.2008,5.5,5.1,0.4,13.06.2008,0.202427261,0.2,0,,,,,15.11.2011,0.5,0.3,0.2,01.07.2008,NA,NA,1.5,28.01.2010,0.27291077,2,-1.72708923,23.12.2009,0.355,0.44,-0.085,01.07.2011,71.5,71.9,-0.4,04.03.2011,-0.051706308,0.2,-0.2,13.06.2008,0.64984584,0.5,0.1,10.06.2008,-60.901,-59.5,-1.4,17.06.2008,-0.2,0.1,-0.3
03.07.2008,-62,-50,-12,03.07.2008,5.5,5.5,0,16.07.2008,0.323043122,0.2,0.1,,,,,13.12.2011,0.2,0.6,-0.4,01.08.2008,NA,NA,0.8,25.02.2010,3.03570382,1.5,1.53570382,27.01.2010,0.342,0.37,-0.028,29.07.2011,63.7,64,-0.3,01.04.2011,0,0.2,-0.2,16.07.2008,1.05563096,0.8,0.3,11.07.2008,-59.79,-62.1,2.3,16.07.2008,0.5,0,0.5
01.08.2008,-51,-72,21,01.08.2008,5.7,5.6,0.1,14.08.2008,0.326642725,0.2,0.1,,,,,12.01.2012,0.1,0.3,-0.2,02.09.2008,NA,NA,0,24.03.2010,0.51522248,0.7,-0.18477752,24.02.2010,0.309,0.36,-0.051,26.08.2011,55.8,56,-0.2,06.05.2011,0.130890052,0.2,-0.1,14.08.2008,0.817836,0.4,0.4,12.08.2008,-56.772,-61.5,4.7,15.08.2008,0.2,0,0.2
05.09.2008,-84,-75,-9,05.09.2008,6.1,5.8,0.3,16.09.2008,0.194237617,0.2,0,,,,,14.02.2012,0.4,0.7,-0.3,01.10.2008,NA,NA,-6,23.04.2010,-1.2552325,0.3,-1.5552325,24.03.2010,0.308,0.32,-0.012,30.09.2011,59.5,57.8,1.7,03.06.2011,0.261780105,0.2,0.1,16.09.2008,-0.1373294,-0.1,0,11.09.2008,-62.198,-58,-4.2,15.09.2008,-1.1,-0.3,-0.8
03.10.2008,-159,-100,-59,03.10.2008,6.1,6.1,0,16.10.2008,0.141241634,0.2,-0.1,,,,,13.03.2012,1.1,1,0.1,03.11.2008,NA,NA,-2.6,26.05.2010,2.94901611,1.3,1.64901611,23.04.2010,0.411,0.33,0.081,28.10.2011,60.8,58,2.8,08.07.2011,-0.043478261,0.2,-0.2,16.10.2008,-0.0306104,0.1,-0.1,10.10.2008,-59.138,-59,-0.1,16.10.2008,-2.8,-0.8,-2
07.11.2008,-240,-200,-40,07.11.2008,6.5,6.3,0.2,19.11.2008,-0.071443058,0.1,-0.2,,,,,16.04.2012,0.8,0.4,0.4,01.12.2008,NA,NA,-0.8,24.06.2010,-1.1160036,-1.4,0.2839964,26.05.2010,0.504,0.42,0.084,23.11.2011,63.7,64.5,-0.8,05.08.2011,0.43421624,0.2,0.2,19.11.2008,-0.9610946,-0.8,-0.2,13.11.2008,-56.47,-57,0.5,17.11.2008,1.3,0.2,1.1
05.12.2008,-533,-340,-193,05.12.2008,6.7,6.8,-0.1,16.12.2008,0.022140119,0.1,-0.1,,,,,15.05.2012,0.1,0.2,-0.1,02.01.2009,NA,NA,-3.1,28.07.2010,-1.0210179,1,-2.0210179,23.06.2010,0.3,0.41,-0.11,22.12.2011,69.9,68,1.9,02.09.2011,-0.129757785,0.2,-0.3,16.12.2008,-1.6842785,-1.2,-0.5,11.12.2008,-57.19,-53.5,-3.7,15.12.2008,-0.6,-0.7,0.1
09.01.2009,-524,-500,-24,09.01.2009,7.2,7,0.2,16.01.2009,-0.015217963,0.1,-0.1,,,,,13.06.2012,-0.2,-0.2,0,02.02.2009,NA,NA,3,25.08.2010,0.2951416,2.8,-2.5048584,26.07.2010,0.33,0.32,0.01,27.01.2012,75,74.1,0.9,07.10.2011,0.173310225,0.2,0,16.01.2009,-0.7368816,-0.9,0.2,13.01.2009,-40.442,-51.3,10.9,16.01.2009,-2,-1,-1
06.02.2009,-598,-525,-73,06.02.2009,7.6,7.5,0.1,20.02.2009,0.207088038,0.1,0.1,,,,,16.07.2012,-0.5,0.2,-0.7,02.03.2009,NA,NA,2,24.09.2010,-1.285732,-1,-0.285732,25.08.2010,0.276,0.33,-0.054,24.02.2012,75.3,73,2.3,04.11.2011,0.216076059,0.2,0,20.02.2009,0.28216678,0.3,0,11.02.2009,-39.929,-36,-3.9,18.02.2009,-1.8,-1.5,-0.3
06.03.2009,-651,-648,-3,06.03.2009,8.1,7.9,0.2,18.03.2009,0.186408303,0.1,0.1,,,,,14.08.2012,0.8,0.3,0.5,01.04.2009,NA,NA,0.3,27.10.2010,3.27152235,2,1.27152235,24.09.2010,0.288,0.29,-0.002,30.03.2012,76.2,74.7,1.5,02.12.2011,-0.086206897,0.2,-0.3,18.03.2009,0.3926023,0.3,0.1,13.03.2009,-36.03,-38,2,16.03.2009,-1.4,-1.1,-0.3
03.04.2009,-663,-650,-13,03.04.2009,8.5,8.5,0,15.04.2009,0.170900905,0.1,0.1,,,,,14.09.2012,0.9,0.7,0.2,01.05.2009,NA,NA,2.1,24.11.2010,-3.3485015,0,-3.3485015,27.10.2010,0.307,0.3,0.007,27.04.2012,76.4,75.7,0.7,06.01.2012,0.172413793,0.2,0,15.04.2009,-0.1375542,0.1,-0.2,09.04.2009,-25.965,-36.4,10.4,15.04.2009,-1.5,-1,-0.5
08.05.2009,-539,-620,81,08.05.2009,8.9,8.9,0,15.05.2009,0.253162235,0.1,0.2,,,,,15.10.2012,1.1,0.8,0.3,01.06.2009,NA,NA,0.8,23.12.2010,-1.3345014,-0.5,-0.8345014,24.11.2010,0.283,0.31,-0.027,25.05.2012,79.3,77.8,1.5,03.02.2012,0.172043011,0.2,0,15.05.2009,-0.0202149,0,0,12.05.2009,-27.577,-29,1.4,15.05.2009,-0.5,-0.6,0.1
05.06.2009,-345,-520,175,05.06.2009,9.4,9.2,0.2,17.06.2009,0.144560235,0.1,0,,,,,14.11.2012,-0.3,-0.2,-0.1,01.07.2009,NA,NA,0.3,27.01.2011,-2.5256262,1.5,-4.0256262,23.12.2010,0.29,0.3,-0.01,29.06.2012,73.2,74.1,-0.9,09.03.2012,0.128865979,0.2,-0.1,17.06.2009,0.09639302,0.3,-0.2,10.06.2009,-29.163,-29,-0.2,16.06.2009,-1.1,-0.9,-0.2
02.07.2009,-467,-363,-104,02.07.2009,9.5,9.6,-0.1,15.07.2009,0.198254991,0.1,0.1,,,,,13.12.2012,0.3,0.5,-0.2,03.08.2009,NA,NA,2.7,24.02.2011,2.73608393,2.7,0.03608393,26.01.2011,0.329,0.3,0.029,27.07.2012,72.3,72,0.3,06.04.2012,0.214224507,0.2,0,15.07.2009,0.7436254,0.6,0.1,10.07.2009,-25.962,-30.2,4.2,15.07.2009,-0.4,-0.6,0.2
07.08.2009,-247,-320,73,07.08.2009,9.4,9.6,-0.2,14.08.2009,0.090725071,0.1,0,,,,,15.01.2013,0.5,0.2,0.3,01.09.2009,NA,NA,2.4,24.03.2011,-0.9180266,1.1,-2.0180266,24.02.2011,0.284,0.31,-0.026,31.08.2012,74.3,73.6,0.7,04.05.2012,0.042789902,0.2,-0.2,14.08.2009,0.0046629,0,0,12.08.2009,-27.008,-28.5,1.5,14.08.2009,0.5,0.3,0.2
04.09.2009,-216,-225,9,04.09.2009,9.7,9.5,0.2,16.09.2009,0.067868254,0.1,0,,,,,13.02.2013,0.1,0.1,0,01.10.2009,NA,NA,-1.4,27.04.2011,2.47366506,2,0.47366506,23.03.2011,0.25,0.29,-0.04,28.09.2012,78.3,79,-0.7,01.06.2012,0.085506627,0.2,-0.1,16.09.2009,0.44715087,0.3,0.1,10.09.2009,-31.959,-27.4,-4.6,16.09.2009,0.8,0.6,0.2
02.10.2009,-263,-180,-83,02.10.2009,9.8,9.8,0,15.10.2009,0.164320958,0.1,0.1,,,,,13.03.2013,1.1,0.5,0.6,02.11.2009,NA,NA,2.7,25.05.2011,-3.6209706,-2.2,-1.4209706,25.04.2011,0.3,0.28,0.02,26.10.2012,82.6,83,-0.4,06.07.2012,0.255972696,0.2,0.1,15.10.2009,0.16850177,0.2,0,09.10.2009,-30.71,-33,2.3,16.10.2009,0.7,0.2,0.5
06.11.2009,-190,-175,-15,06.11.2009,10.2,9.9,0.3,18.11.2009,0.181774391,0.1,0.1,,,,,12.04.2013,-0.4,0,-0.4,01.12.2009,NA,NA,-1.4,24.06.2011,1.88224139,1.5,0.38224139,24.05.2011,0.323,0.3,0.023,21.11.2012,82.7,84.5,-1.8,03.08.2012,0.085106383,0.2,-0.1,18.11.2009,0.27526635,0.2,0.1,13.11.2009,-36.472,-31.7,-4.8,17.11.2009,0.1,0.4,-0.3
04.12.2009,-11,-130,119,04.12.2009,10,10.2,-0.2,16.12.2009,0.033567246,0.1,-0.1,,,,,13.05.2013,0.1,-0.3,0.4,04.01.2010,NA,NA,1.6,27.07.2011,-2.0549867,0.3,-2.3549867,23.06.2011,0.319,0.31,0.009,21.12.2012,72.9,74.7,-1.8,07.09.2012,-0.042498938,0.2,-0.2,16.12.2009,0.39975044,0.4,0,10.12.2009,-32.936,-36.8,3.9,15.12.2009,0.8,0.5,0.3
08.01.2010,-85,-8,-77,08.01.2010,10,10.1,-0.1,15.01.2010,0.112004426,0.1,0,,,,,13.06.2013,0.6,0.4,0.2,01.02.2010,NA,NA,2.9,24.08.2011,3.98546423,2,1.98546423,26.07.2011,0.312,0.32,-0.008,01.02.2013,73.8,71.5,2.3,05.10.2012,0.29774564,0.2,0.1,15.01.2010,0.13394707,0.2,-0.1,12.01.2010,-36.402,-34.8,-1.6,15.01.2010,0.6,0.6,0
05.02.2010,-20,5,-25,05.02.2010,9.7,10.1,-0.4,19.02.2010,-0.140868037,0.1,-0.2,,,,,15.07.2013,0.4,0.8,-0.4,01.03.2010,NA,NA,-1,28.09.2011,-0.1158467,0,-0.1158467,23.08.2011,0.298,0.31,-0.012,01.03.2013,77.6,76.3,1.3,02.11.2012,-0.042390844,0.2,-0.2,19.02.2010,0.16710861,0.3,-0.1,10.02.2010,-40.181,-36,-4.2,17.02.2010,0.9,0.7,0.2
05.03.2010,-36,-50,14,05.03.2010,9.7,9.8,-0.1,18.03.2010,0.052616539,0.1,0,,,,,13.08.2013,0.2,0.3,-0.1,01.04.2010,NA,NA,2.6,26.10.2011,-0.7643306,-0.9,0.1356694,26.09.2011,0.295,0.295,0,29.03.2013,78.6,72.5,6.1,07.12.2012,0.169563374,0.2,0,18.03.2010,0.00183835,0.1,-0.1,11.03.2010,-37.288,-41,3.7,15.03.2010,0.1,0,0.1
02.04.2010,162,190,-28,02.04.2010,9.7,9.7,0,14.04.2010,0.038534947,0.1,-0.1,,,,,13.09.2013,0.2,0.4,-0.2,03.05.2010,NA,NA,0.4,23.11.2011,-0.7077379,-1,0.2922621,26.10.2011,0.313,0.3,0.013,26.04.2013,76.4,73.2,3.2,04.01.2013,0.295857988,0.2,0.1,14.04.2010,0.06342174,0.1,0,13.04.2010,-39.704,-38.5,-1.2,15.04.2010,0.1,0.7,-0.6
07.05.2010,290,200,90,07.05.2010,9.9,9.7,0.2,19.05.2010,0.047130479,0.1,-0.1,,,,,29.10.2013,-0.1,0.1,-0.2,01.06.2010,NA,NA,0.7,23.12.2011,3.7673894,2,1.7673894,28.11.2011,0.307,0.315,-0.008,31.05.2013,84.5,83.7,0.8,01.02.2013,0.168491997,0.2,0,19.05.2010,-0.068893,0.1,-0.2,12.05.2010,-40.423,-40.1,-0.3,14.05.2010,0.8,0.6,0.2
04.06.2010,431,513,-82,04.06.2010,9.7,9.8,-0.1,17.06.2010,0.121847369,0.1,0,,,,,20.11.2013,0.4,0.1,0.3,01.07.2010,NA,NA,-2.8,26.01.2012,2.99692721,2,0.99692721,23.12.2011,0.315,0.313,0.002,28.06.2013,84.1,82.8,1.3,08.03.2013,0.168208579,0.2,0,17.06.2010,-0.1631591,-0.2,0,10.06.2010,-40.285,-41,0.7,16.06.2010,1.2,0.9,0.3
02.07.2010,-125,-110,-15,02.07.2010,9.5,9.8,-0.3,16.07.2010,0.158796943,0.1,0.1,,,,,12.12.2013,0.7,0.6,0.1,02.08.2010,NA,NA,1.3,28.02.2012,-3.9968323,-1,-2.9968323,26.01.2012,0.307,0.32,-0.013,26.07.2013,85.1,84,1.1,05.04.2013,0.04199916,0.2,-0.2,16.07.2010,-0.1358045,0,-0.1,13.07.2010,-42.266,-39,-3.3,15.07.2010,0.1,-0.1,0.2
06.08.2010,-131,-65,-66,06.08.2010,9.5,9.6,-0.1,13.08.2010,0.130088352,0.1,0,,,,,14.01.2014,0.2,0.1,0.1,01.09.2010,NA,NA,3.3,28.03.2012,2.19282795,3,-0.80717205,24.02.2012,0.321,0.315,0.006,30.08.2013,82.1,80.5,1.6,03.05.2013,0.167855644,0.2,0,13.08.2010,0.30793485,0.2,0.1,11.08.2010,-49.895,-42,-7.9,17.08.2010,1,0.5,0.5
03.09.2010,-54,-100,46,03.09.2010,9.6,9.6,0,17.09.2010,0.046464209,0.1,-0.1,,,,,13.02.2014,-0.4,0,-0.4,01.10.2010,NA,NA,-0.1,25.04.2012,-4.1656219,-1.7,-2.4656219,23.03.2012,0.313,0.325,-0.012,27.09.2013,77.5,78,-0.5,07.06.2013,0.041876047,0.2,-0.2,17.09.2010,0.25413953,0.2,0.1,09.09.2010,-42.775,-47.3,4.5,15.09.2010,0.2,0.2,0
08.10.2010,-95,0,-95,08.10.2010,9.6,9.7,-0.1,15.10.2010,0.000901799,0.1,-0.1,,,,,13.03.2014,0.3,0.2,0.1,01.11.2010,NA,NA,2.9,24.05.2012,0.15288246,0.5,-0.34711754,24.04.2012,0.328,0.32,0.008,25.10.2013,73.2,75,-1.8,05.07.2013,0.418235048,0.2,0.2,15.10.2010,0.10176484,0.2,-0.1,14.10.2010,-46.347,-44,-2.3,18.10.2010,-0.2,0.2,-0.4
05.11.2010,151,60,91,05.11.2010,9.6,9.6,0,17.11.2010,-0.007214324,0.1,-0.1,,,,,14.04.2014,1.1,0.8,0.3,01.12.2010,NA,NA,0.1,27.06.2012,1.08131508,0.4,0.68131508,23.05.2012,0.343,0.335,0.008,27.11.2013,75.1,73.5,1.6,02.08.2013,-0.083333333,0.2,-0.3,17.11.2010,0.23217262,0.3,-0.1,10.11.2010,-44.003,-45.5,1.5,16.11.2010,0,0.3,-0.3
03.12.2010,39,140,-101,03.12.2010,9.8,9.6,0.2,15.12.2010,0.097851329,0.1,0,,,,,13.05.2014,0.1,0.4,-0.3,03.01.2011,NA,NA,0,26.07.2012,1.57151565,0.4,1.17151565,25.06.2012,0.369,0.346,0.023,23.12.2013,82.5,83,-0.5,06.09.2013,0.208333333,0.2,0,15.12.2010,0.12198521,0.2,-0.1,10.12.2010,-38.714,-43.6,4.9,15.12.2010,0.4,0.3,0.1
07.01.2011,103,175,-72,07.01.2011,9.4,9.7,-0.3,14.01.2011,0.09234983,0.1,0,,,,,12.06.2014,0.3,0.6,-0.3,01.02.2011,NA,NA,2.8,24.08.2012,4.22627464,2.4,1.82627464,25.07.2012,0.35,0.37,-0.02,31.01.2014,81.2,81,0.2,22.10.2013,0.124688279,0.2,-0.1,14.01.2011,0.50468637,0.4,0.1,13.01.2011,-38.309,-40.5,2.2,14.01.2011,0.8,0.5,0.3
04.02.2011,36,145,-109,04.02.2011,9,9.5,-0.5,17.02.2011,0.180028535,0.1,0.1,,,,,15.07.2014,0.2,0.6,-0.4,01.03.2011,NA,NA,0.4,27.09.2012,-13.178464,-5,-8.178464,23.08.2012,0.372,0.365,0.007,28.02.2014,81.6,81.3,0.3,08.11.2013,0.083056478,0.2,-0.1,17.02.2011,0.39784546,0.3,0.1,11.02.2011,-40.583,-40.4,-0.2,16.02.2011,-0.1,0.5,-0.6
04.03.2011,192,185,7,04.03.2011,8.9,9.1,-0.2,17.03.2011,0.198574041,0.1,0.1,,,,,13.08.2014,0,0.2,-0.2,01.04.2011,NA,NA,0.2,25.10.2012,9.8865576,7.1,2.7865576,26.09.2012,0.373,0.38,-0.007,28.03.2014,80,80.5,-0.5,06.12.2013,0.165906263,0.2,0,17.03.2011,0.54645303,0.4,0.1,10.03.2011,-46.341,-41.3,-5,17.03.2011,-0.1,0.6,-0.7
01.04.2011,216,190,26,01.04.2011,8.8,8.9,-0.1,15.04.2011,0.1354084,0.2,-0.1,,,,,12.09.2014,0.6,0.6,0,02.05.2011,NA,NA,0.4,27.11.2012,0.02213001,-0.6,0.6,24.10.2012,0.389,0.385,0.004,25.04.2014,84.1,83,1.1,10.01.2014,0.082815735,0.2,-0.1,15.04.2011,0.54888199,0.5,0,12.04.2011,-45.758,-44.5,-1.3,15.04.2011,0.8,0.5,0.3
06.05.2011,244,186,58,06.05.2011,9,8.8,0.2,13.05.2011,0.185375071,0.2,0,,,,,15.10.2014,-0.3,-0.1,-0.2,01.06.2011,NA,NA,-4.2,21.12.2012,0.74599302,0.2,0.5,28.11.2012,0.368,0.39,-0.022,30.05.2014,81.9,82.5,-0.6,07.02.2014,0.206953642,0.2,0,13.05.2011,0.42194282,0.4,0,11.05.2011,-48.179,-47,-1.2,17.05.2011,0,0.4,-0.4
03.06.2011,54,150,-96,03.06.2011,9.1,8.9,0.2,15.06.2011,0.286933786,0.2,0.1,,,,,14.11.2014,0.3,0.2,0.1,01.07.2011,NA,NA,3.5,28.01.2013,4.55196288,1.8,2.8,27.12.2012,0.377,0.378,-0.001,27.06.2014,82.5,82,0.5,07.03.2014,0.371593724,0.2,0.2,15.06.2011,0.16530546,0.1,0.1,09.06.2011,-43.68,-48.8,5.1,15.06.2011,0.1,0.2,-0.1
08.07.2011,18,90,-72,08.07.2011,9.2,9.1,0.1,15.07.2011,0.25447107,0.2,0.1,,,,,11.12.2014,0.7,0.4,0.3,01.08.2011,NA,NA,-4,27.02.2013,-5.1515522,-4.4,-0.8,25.01.2013,0.369,0.385,-0.016,01.08.2014,81.8,82,-0.2,04.04.2014,-0.041135335,0.2,-0.2,15.07.2011,-0.222416,-0.1,-0.1,12.07.2011,-50.227,-44,-6.2,15.07.2011,0.2,0.3,-0.1
